Application_ID,Applicant_Name,Business_Name,Application_Date,Business_Address,Premises_Type,Applicant_Type,Seating_Capacity,Area_Type,Previous_Licenses_Held,Compliance_History,Tax_Compliance_Status,Premises_Ownership,Business_Longevity,Licensed_Areas,Automated_Liquor_Dispensers,Lineups_on_Public_Property,Ancillary_Areas,Proximity_to_Residential_Area,Proximity_to_School,Fire_Safety_Certificate,Municipal_Approval,Is_Renewal,Risk_Score,Risk_Classification,Licensing_Decision,Application_Status
LSL-00376,Steven Young,"Thompson, Bailey and Hernandez",2024-01-31 7:53:59,"73039 Ashley Locks Suite 146, Kitchener, ON, K6M3T6",Golf Course,Federal Government,230,Indoor,Yes,Minor,Compliant,Yes,Less than 1 year,None,No,Yes,Yes,No,Yes,Expired,Approved,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00377,Melanie Ward,Gray-West,2023-01-23 9:21:19,"91539 Johnson Shores, Windsor, ON, H5S5H3",Museum,Partnership,249,Both,Yes,Multiple,Compliant,No,1-5 years,Outdoor Seating,No,Yes,Yes,Yes,Yes,Valid,Approved,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00378,Sheri Rose,"Brown, Wise and Jefferson",2024-10-15 15:42:36,"02933 Donna Overpass, Markham, ON, X9M7J6",Museum,Corporation,139,Outdoor,Yes,Severe,Non-Compliant,Yes,1-5 years,None,No,Yes,Yes,Yes,No,Expired,Approved,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00379,Kendra Cameron,Cook-Key,2023-09-07 0:02:19,"1750 Sims Track Apt. 054, Ottawa, ON, S3X 6R7",General Store,Sole Proprietor,207,Outdoor,Yes,Multiple,Compliant,Yes,Less than 1 year,Outdoor Seating,Yes,Yes,No,Yes,No,Valid,Approved,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00380,Jose Barton,Johnson-Adams,2024-02-28 13:30:26,"947 Garza Ports, London, ON, S9C 1Y3",Adult Entertainment,Sole Proprietor,297,Both,No,Multiple,Non-Compliant,No,1-5 years,Outdoor Seating,Yes,No,No,No,No,Valid,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00382,Adam Chapman,Hutchinson-Morris,2022-12-16 11:11:56,"644 Tanya Bypass, Markham, ON, C3S1E3",Bookstore,Partnership,62,Outdoor,Yes,Multiple,Non-Compliant,No,More than 5 years,VIP Rooms,Yes,No,Yes,No,No,Valid,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00383,Karen Cross,Cain-Watts,2023-05-11 9:06:16,"98688 Jeremiah Mountains Suite 548, Kitchener, ON, N8N3Y6",Boat,Corporation,122,Indoor,Yes,Multiple,Compliant,No,Less than 1 year,Outdoor Seating,Yes,No,No,Yes,No,Expired,Approved,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00384,Jerome Johnson,Mays-Taylor,2023-01-31 10:41:47,"3431 Shane Freeway, Mississauga, ON, M4A 1C2",Bowling Alley,Association,86,Both,Yes,Severe,Compliant,Yes,Less than 1 year,Outdoor Seating,No,Yes,No,No,Yes,Valid,Approved,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00385,Robin Martinez,Cole-Hardy,2023-04-04 7:53:25,"2292 Brandon Rapids, Brampton, ON, S4N1L9",Restaurant / Bar,Sole Proprietor,156,Indoor,No,Minor,Compliant,Yes,1-5 years,VIP Rooms,Yes,Yes,Yes,Yes,No,Valid,Approved,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00388,Hannah Sanders,Crawford Inc,2024-09-04 15:03:51,"9276 Jane Trail, Richmond Hill, ON, C7N1G7",Spa,Corporation,96,Indoor,No,Minor,Compliant,Yes,Less than 1 year,VIP Rooms,Yes,No,Yes,No,Yes,Expired,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00389,Blake Chavez,"Johnson, Mccoy and Torres",2024-07-15 7:45:50,"51101 Brandon Crest Apt. 845, Richmond Hill, ON, M1R 3A6",Medical Facility,Federal Government,294,Both,Yes,Severe,Compliant,Yes,Less than 1 year,Outdoor Seating,No,No,No,No,No,Valid,Pending,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00390,Cody Nolan,Mcdaniel-Durham,2023-03-09 20:14:50,"13229 Joy Village, Brampton, ON, C4P 2A9",Automotive / Marina,Partnership,210,Outdoor,Yes,Minor,Compliant,Yes,Less than 1 year,Outdoor Seating,No,Yes,Yes,Yes,Yes,Expired,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00391,Heather Gallegos,"Campos, King and Thomas",2023-03-31 2:39:35,"173 Wong Common Suite 796, Kitchener, ON, P1T 1V2",Train,First Nations,294,Both,No,None,Non-Compliant,Yes,More than 5 years,VIP Rooms,No,Yes,No,No,Yes,Valid,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00392,Stephen Larson,"Chang, Fritz and Doyle",2024-01-07 0:41:09,"4912 Tyler Highway, Vaughan, ON, P9K2J4",Specialty Merchandise Store,Association,149,Both,No,Multiple,Compliant,Yes,Less than 1 year,Outdoor Seating,Yes,No,No,Yes,Yes,Valid,Approved,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00394,Tammy Serrano,"Prince, Powell and Pope",2023-11-24 13:57:42,"648 Heidi Alley, Vaughan, ON, X1S6G9",Billiard / Pool Hall,Sole Proprietor,70,Indoor,Yes,Minor,Non-Compliant,No,More than 5 years,None,No,No,Yes,Yes,Yes,Valid,Pending,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00395,Ms. Haley Hudson,Jones LLC,2023-03-07 7:25:53,"68231 Rowe Neck, Vaughan, ON, A3C1E2",Bingo Hall,First Nations,100,Indoor,Yes,Severe,Non-Compliant,Yes,Less than 1 year,None,No,No,Yes,Yes,No,Expired,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00396,James Lambert,Burns-Morrow,2024-04-28 6:00:29,"9258 Miguel Ferry Apt. 668, Richmond Hill, ON, E2V4H8",Internet Cafe,Association,191,Indoor,No,Minor,Compliant,Yes,Less than 1 year,VIP Rooms,No,Yes,Yes,No,Yes,Valid,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00397,Laura Johnson,Hayes-Smith,2024-07-05 15:22:43,"452 Jessica Circles, Hamilton, ON, V4E 4S7",Bookstore,Association,218,Both,No,Multiple,Non-Compliant,Yes,More than 5 years,VIP Rooms,Yes,Yes,Yes,Yes,No,Valid,Approved,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00399,Gregory Pacheco,Moore and Sons,2023-05-06 16:04:32,"910 Baker Skyway Suite 890, Richmond Hill, ON, N3H8R1",Night Club,Municipality,193,Outdoor,Yes,Severe,Non-Compliant,No,1-5 years,Outdoor Seating,Yes,Yes,No,Yes,No,Expired,Approved,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00400,Frank Henderson,Simon Group,2024-08-03 2:14:53,"57563 Stephanie Square, Mississauga, ON, R7G7L5",Bookstore,Partnership,258,Indoor,No,Severe,Compliant,Yes,1-5 years,Outdoor Seating,No,No,Yes,Yes,Yes,Expired,Approved,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00401,Joshua Wright,"Mcdowell, Frye and Klein",2023-01-14 7:08:20,"5868 Richards Spur, London, ON, S2H 4V8",Educational Facility-Over 19 yrs of age,Municipality,132,Indoor,No,Minor,Non-Compliant,Yes,1-5 years,Outdoor Seating,Yes,Yes,No,No,No,Valid,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00402,David Larsen,Orr Group,2024-09-27 7:56:32,"598 Brittany Mountain Apt. 247, Toronto, ON, Y2J9G1",Restaurant / Bar,Provincial Government,164,Outdoor,Yes,Minor,Non-Compliant,Yes,Less than 1 year,VIP Rooms,No,Yes,Yes,Yes,Yes,Expired,Pending,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00403,Derrick Mays,"Francis, Gibson and Mack",2023-08-20 14:57:58,"64407 Dennis Isle, Toronto, ON, B1L5S6",Banquet Hall,Limited Partnership,68,Both,Yes,None,Compliant,No,1-5 years,VIP Rooms,No,Yes,Yes,Yes,Yes,Valid,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00406,Francisco Chapman,Brown LLC,2024-09-21 6:53:06,"559 Brown Meadows Apt. 850, London, ON, X8L 8G4",Motion Picture Theatre,Partnership,296,Indoor,Yes,Severe,Compliant,Yes,1-5 years,Outdoor Seating,Yes,No,Yes,Yes,Yes,Valid,Approved,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00407,Kevin Conrad,Cook LLC,2023-01-17 19:03:15,"847 Barbara Centers, Richmond Hill, ON, N1V6C7",Medical Facility,First Nations,169,Indoor,No,None,Compliant,No,More than 5 years,None,Yes,Yes,No,No,Yes,Valid,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00408,Natalie Mendez,"Hale, Tucker and Lopez",2023-02-14 21:32:48,"09389 Amanda Alley Suite 987, Mississauga, ON, K6J 3K7",Restaurant (Franchise),Corporation,182,Indoor,No,Severe,Compliant,No,1-5 years,None,Yes,No,Yes,Yes,Yes,Expired,Pending,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00410,Steven Higgins,"Johnson, Morgan and Torres",2023-04-08 20:03:09,"4854 Chang Expressway, Mississauga, ON, G1K1C1",Restaurant / Club,Federal Government,88,Outdoor,Yes,Minor,Compliant,No,More than 5 years,None,Yes,Yes,Yes,Yes,No,Expired,Approved,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00412,Ashley Mcneil,Pierce and Sons,2024-07-29 17:03:18,"4227 Herrera Forest Suite 639, Kitchener, ON, J9P 1S6",Railway Car,Municipality,260,Outdoor,No,Severe,Compliant,No,More than 5 years,VIP Rooms,Yes,Yes,Yes,No,Yes,Expired,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00414,Elizabeth Bryant,Kemp Group,2023-01-17 6:19:53,"96048 Martinez Isle, London, ON, Y3M 1R7",Other,Limited Partnership,121,Indoor,No,Severe,Non-Compliant,Yes,1-5 years,Outdoor Seating,No,No,No,No,Yes,Expired,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00415,Sarah Parks,Lambert-Black,2023-07-17 23:01:10,"88042 Foster Heights, Richmond Hill, ON, S6G8M8",Restaurant / Club,Provincial Government,262,Both,Yes,Minor,Non-Compliant,No,More than 5 years,Outdoor Seating,Yes,No,Yes,Yes,No,Valid,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00416,Ruben Stephenson,Dickerson Inc,2024-02-10 13:33:43,"8349 Nguyen Shores Suite 845, Kitchener, ON, Y4A 2T7",Grocery Store,Association,281,Outdoor,Yes,Severe,Compliant,Yes,More than 5 years,None,Yes,No,Yes,Yes,No,Expired,Approved,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00420,Robin Callahan,"Jensen, Molina and Williamson",2023-03-17 15:04:07,"18020 Valerie Point, Markham, ON, S8G 1R8",Convenient Store,Federal Government,142,Outdoor,No,None,Non-Compliant,Yes,1-5 years,VIP Rooms,Yes,Yes,Yes,No,Yes,Valid,Approved,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00422,Miss Lisa Gardner,Lee-Owens,2022-11-03 0:54:38,"27869 Cameron Orchard Apt. 808, Mississauga, ON, T7B9E4",Night Club,Sole Proprietor,170,Indoor,Yes,Multiple,Non-Compliant,No,Less than 1 year,VIP Rooms,No,No,No,Yes,No,Valid,Approved,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00423,Patrick Jones,Johnson PLC,2022-10-28 15:19:34,"444 Rachael Roads, Mississauga, ON, H4A 2T8",Department Store,Municipality,253,Indoor,No,None,Compliant,No,1-5 years,Outdoor Seating,Yes,Yes,No,No,Yes,Expired,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00424,Danielle Mitchell,"White, Smith and Armstrong",2023-01-11 10:39:26,"949 Chambers Glen Apt. 012, Toronto, ON, A3G8A7",Boat,Sole Proprietor,160,Outdoor,No,Severe,Non-Compliant,Yes,Less than 1 year,None,Yes,Yes,No,No,No,Expired,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00426,Joshua Reed,Smith-Mendoza,2024-03-05 8:10:02,"447 Michael Mission, Kitchener, ON, V7S7C1",Athletic Club,Municipality,190,Outdoor,Yes,None,Non-Compliant,No,1-5 years,None,No,No,No,No,Yes,Valid,Approved,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00427,Jeffrey Williams,Torres PLC,2023-08-14 22:22:19,"3148 Andrews Fields, Ottawa, ON, N7M 4H8",Karaoke Bar / Restaurant,Sole Proprietor,165,Both,Yes,Severe,Compliant,No,1-5 years,None,Yes,No,Yes,No,Yes,Valid,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00428,Rodney Murphy,Hancock-Baker,2023-06-12 13:25:14,"44065 Elizabeth Loop Suite 808, Vaughan, ON, C2J3B7",Restaurant / Club,First Nations,63,Both,Yes,Severe,Compliant,Yes,More than 5 years,Outdoor Seating,Yes,Yes,Yes,No,No,Valid,Pending,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00429,Rodney Parks,"Carter, Nguyen and Gamble",2024-04-01 19:20:19,"45440 Ortega Forge Apt. 118, Kitchener, ON, K1C1X2",Bookstore,Partnership,240,Indoor,Yes,None,Compliant,No,Less than 1 year,Outdoor Seating,Yes,Yes,Yes,Yes,No,Expired,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00430,Vincent Whitney,Schultz Group,2024-03-16 21:43:50,"97432 Bennett Vista Suite 426, Richmond Hill, ON, V3M3J4",Boat,Corporation,93,Both,Yes,Minor,Non-Compliant,Yes,1-5 years,None,Yes,Yes,Yes,Yes,No,Expired,Pending,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00431,Alexander Tyler,Craig LLC,2022-11-01 16:26:52,"235 Brandi Parks, Kitchener, ON, H7C 8P3",Stadium,Association,243,Outdoor,No,None,Compliant,Yes,Less than 1 year,Outdoor Seating,No,Yes,No,No,Yes,Valid,Approved,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00432,Gregg Scott,"Davis, Robbins and Lee",2023-10-07 13:52:13,"06354 Byrd Brook, Ottawa, ON, S6A 7H4",Motion Picture Theatre,Corporation,263,Indoor,Yes,None,Compliant,No,Less than 1 year,Outdoor Seating,Yes,No,No,Yes,Yes,Expired,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00436,Nancy Allen,"Patterson, Knight and Padilla",2024-04-30 19:20:33,"53348 Davidson Ranch Suite 756, Markham, ON, R9B 6X1",Educational Facility-Under 19 yrs of age,Sole Proprietor,144,Both,No,Multiple,Non-Compliant,No,Less than 1 year,Outdoor Seating,No,No,No,No,No,Valid,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00437,Kevin Phillips,Sellers-Whitaker,2023-01-15 3:40:21,"90677 Shane Alley, Windsor, ON, C5V2T7",Educational Facility-Under 19 yrs of age,Limited Partnership,237,Both,Yes,Multiple,Non-Compliant,No,1-5 years,Outdoor Seating,Yes,No,No,No,No,Valid,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00438,Susan Sanchez,Perez-Johnson,2023-09-26 22:24:32,"4282 John Bypass Suite 059, Windsor, ON, J3J1L5",Athletic Club,Association,290,Indoor,No,None,Non-Compliant,No,More than 5 years,Outdoor Seating,Yes,Yes,Yes,No,No,Expired,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00439,Benjamin Patel,Martin-Estrada,2024-07-31 6:05:39,"758 Green Place Apt. 891, Mississauga, ON, X9N2R1",Restaurant / Bar,Partnership,278,Indoor,Yes,Severe,Non-Compliant,Yes,Less than 1 year,None,No,No,No,No,Yes,Valid,Approved,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00440,Ryan Ellis,Watkins Ltd,2024-07-03 14:47:52,"47856 David Vista Suite 910, Windsor, ON, C1P 1M5",Museum,Partnership,284,Both,No,Severe,Compliant,Yes,Less than 1 year,VIP Rooms,No,No,No,Yes,No,Valid,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00441,Lawrence Brown,"Parsons, Delacruz and Powell",2023-03-04 16:39:09,"338 Mack Glens Suite 955, Brampton, ON, B7K1S1",Athletic Club,Municipality,185,Indoor,No,Minor,Non-Compliant,No,Less than 1 year,Outdoor Seating,Yes,Yes,No,No,No,Expired,Approved,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00443,Christopher Lopez,Holland LLC,2023-07-29 6:18:04,"54944 Eric Tunnel, Vaughan, ON, G8A9V6",Department Store,First Nations,235,Both,Yes,Multiple,Non-Compliant,Yes,1-5 years,VIP Rooms,Yes,No,Yes,Yes,No,Valid,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00444,Robert Haas,Cruz-Romero,2024-07-30 11:32:58,"69655 Young Stravenue Apt. 912, Vaughan, ON, B9M5B7",Museum,Estate/Trust,195,Both,Yes,Severe,Non-Compliant,No,More than 5 years,VIP Rooms,No,Yes,No,No,No,Valid,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00445,Lynn Munoz,"Chandler, Harris and Jones",2022-10-26 7:56:16,"3432 Jonathan Estates, Ottawa, ON, J4B3S2",General Store,Corporation,231,Outdoor,No,Multiple,Compliant,Yes,Less than 1 year,VIP Rooms,Yes,No,No,Yes,Yes,Valid,Approved,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00449,Lisa Thompson,Andrews Group,2023-02-28 14:40:19,"14743 Jessica Trail, Markham, ON, J5S7N6",Arcade-style Facility,Corporation,138,Indoor,No,Multiple,Non-Compliant,No,Less than 1 year,Outdoor Seating,Yes,No,No,Yes,No,Valid,Approved,Yes,12,Moderate,Conditional Approval,Human Reviewed
LSL-00450,Tony Johnson,Jordan Inc,2023-04-12 12:46:24,"4882 Wood Garden, Brampton, ON, E5L6A9",Department Store,Limited Partnership,105,Both,No,None,Compliant,Yes,Less than 1 year,Outdoor Seating,No,Yes,No,Yes,No,Valid,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00453,Micheal Austin,"Tran, Mcfarland and Higgins",2024-03-05 19:02:51,"8741 Megan Locks Suite 584, Ottawa, ON, X6X 4L5",Art Gallery,Provincial Government,133,Indoor,Yes,Severe,Non-Compliant,No,Less than 1 year,None,Yes,No,No,Yes,No,Expired,Pending,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00454,Jeffrey Shah,Reeves-Norton,2024-02-02 12:39:28,"90058 Sexton Key Suite 911, Brampton, ON, H7A 4C3",Social Club,Sole Proprietor,117,Indoor,No,Severe,Compliant,Yes,Less than 1 year,Outdoor Seating,No,Yes,No,Yes,No,Expired,Approved,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00455,Elizabeth Jones,Nash-Cole,2022-12-11 8:44:41,"25268 Steele Terrace Suite 812, Ottawa, ON, G4S 8J1",Bookstore,Sole Proprietor,281,Indoor,Yes,Multiple,Compliant,Yes,Less than 1 year,None,Yes,No,No,Yes,Yes,Expired,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00456,Charles Scott,Castillo Group,2024-01-08 4:19:16,"208 Johnson Terrace Apt. 208, Ottawa, ON, H8Y5X7",Hotel / Motel,First Nations,146,Outdoor,No,Minor,Compliant,Yes,Less than 1 year,Outdoor Seating,Yes,Yes,Yes,No,No,Valid,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00458,Victor Martinez,"Palmer, Robbins and Stone",2023-12-06 0:50:50,"0374 Christensen Expressway, Ottawa, ON, P6J 1L7",Community Centre,First Nations,156,Both,Yes,Multiple,Compliant,No,1-5 years,None,No,Yes,Yes,Yes,No,Valid,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00459,Cory Melendez,Adams-Pitts,2022-10-27 2:58:27,"887 Huff Corners, Markham, ON, G6E 4G5",Bookstore,Limited Partnership,101,Both,Yes,Multiple,Non-Compliant,No,1-5 years,None,Yes,Yes,No,Yes,No,Valid,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00460,Gregory Nichols,Mendoza-Clark,2023-12-22 19:43:06,"3031 Graham Cove, London, ON, J2K 1G9",Hotel / Motel,Estate/Trust,54,Both,Yes,Minor,Non-Compliant,Yes,More than 5 years,Outdoor Seating,No,Yes,Yes,Yes,No,Valid,Approved,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00461,Jonathan Simpson,George and Sons,2022-11-24 5:49:22,"747 Gilmore Turnpike Apt. 375, Brampton, ON, T5S 6C4",Speciality Food Store,Estate/Trust,269,Indoor,Yes,Multiple,Non-Compliant,Yes,1-5 years,Outdoor Seating,No,No,Yes,No,Yes,Valid,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00462,Kristin Zhang,Solis-Fernandez,2024-05-27 16:00:06,"982 Oneal Islands Suite 805, Richmond Hill, ON, N5B 5H7",Live Theatre,Corporation,60,Outdoor,Yes,Minor,Compliant,Yes,Less than 1 year,Outdoor Seating,No,Yes,Yes,Yes,No,Valid,Approved,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00463,Jenny Foley,"Clarke, Branch and Ball",2024-06-13 7:32:03,"266 Sarah Bridge Apt. 664, Toronto, ON, H8N9G8",Other,Estate/Trust,271,Indoor,Yes,Multiple,Non-Compliant,Yes,1-5 years,Outdoor Seating,No,No,No,Yes,No,Expired,Pending,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00464,Carl Spencer,Hall-Morales,2022-12-25 13:58:09,"046 Lisa Shoals, Vaughan, ON, R2B 2X6",Night Club,Limited Partnership,151,Outdoor,No,Minor,Compliant,No,1-5 years,VIP Rooms,Yes,No,No,Yes,Yes,Valid,Approved,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00465,Jeffrey Thomas,Dillon-Coleman,2024-06-20 19:44:11,"86792 Kevin Dam, Toronto, ON, M6S3T9",Retirement Residence,Federal Government,145,Outdoor,Yes,Severe,Compliant,Yes,More than 5 years,Outdoor Seating,Yes,Yes,No,Yes,No,Valid,Pending,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00466,Mckenzie Ross,Rodriguez and Sons,2024-10-18 3:40:36,"396 David Mews, Markham, ON, G2B 9X7",Big Box Retail Store,Estate/Trust,291,Outdoor,Yes,Multiple,Compliant,Yes,Less than 1 year,Outdoor Seating,Yes,No,No,Yes,Yes,Valid,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00467,Jennifer Brown,Higgins-Ibarra,2024-08-29 8:25:59,"052 Kidd Stravenue Suite 885, London, ON, Y1M9X1",Railway Car,Municipality,236,Outdoor,No,Minor,Compliant,No,More than 5 years,None,Yes,No,No,Yes,No,Expired,Pending,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00469,Allen Lawrence,"Everett, Ramos and Smith",2024-01-29 17:57:58,"44579 Edward Ramp Apt. 118, Ottawa, ON, M4A5V5",Art Gallery,Sole Proprietor,74,Both,Yes,Severe,Compliant,No,Less than 1 year,Outdoor Seating,Yes,No,Yes,No,No,Expired,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00470,Deanna Campbell,"Burke, Torres and Sanchez",2023-12-28 21:06:59,"957 Joshua Coves Suite 369, Mississauga, ON, E7J 2P4",Restaurant,Estate/Trust,143,Both,Yes,None,Compliant,No,Less than 1 year,VIP Rooms,No,No,Yes,Yes,Yes,Valid,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00471,Brett Davis,"Nguyen, Hoffman and Williams",2024-01-31 22:23:58,"53273 Parker Hill, London, ON, C5C4C3",Train,Provincial Government,135,Outdoor,No,None,Non-Compliant,Yes,More than 5 years,None,Yes,Yes,Yes,Yes,Yes,Expired,Approved,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00472,Erin Tran,Manning and Sons,2024-07-09 1:00:05,"9460 Farrell Prairie, Ottawa, ON, P2M4T1",Train,Estate/Trust,215,Both,Yes,Severe,Non-Compliant,No,1-5 years,VIP Rooms,Yes,No,Yes,No,No,Expired,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00474,Alicia Ochoa,"Stone, Barber and Smith",2024-05-08 21:19:36,"5380 Kristin Port Apt. 119, Richmond Hill, ON, L7M 8C6",Museum,Estate/Trust,254,Both,No,Severe,Non-Compliant,Yes,1-5 years,Outdoor Seating,Yes,No,No,Yes,No,Expired,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00478,Kyle Lamb,Faulkner and Sons,2023-10-13 10:13:14,"03916 Jones Trace Apt. 496, Kitchener, ON, V6P 2K5",Golf Course,Federal Government,238,Outdoor,Yes,Severe,Compliant,No,Less than 1 year,Outdoor Seating,No,Yes,No,No,Yes,Valid,Approved,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00479,Shannon Mcgee,Warren-Fields,2024-05-31 19:41:51,"396 Eric Route, Brampton, ON, S5J 1N3",Live Theatre,Limited Partnership,131,Both,Yes,Multiple,Non-Compliant,No,More than 5 years,None,No,No,Yes,No,Yes,Valid,Pending,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00480,Stuart Whitehead,Wallace Ltd,2024-09-01 8:15:02,"34055 Ashley Loaf Suite 914, Markham, ON, N6S 7P7",Specialty Merchandise Store,Estate/Trust,124,Outdoor,No,Minor,Non-Compliant,Yes,1-5 years,Outdoor Seating,Yes,No,Yes,No,No,Expired,Pending,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00482,Jessica Jenkins,Thomas LLC,2024-03-09 5:45:32,"06591 Laura Brooks, Kitchener, ON, Y3S9X3",Speciality Food Store,First Nations,276,Indoor,No,Minor,Compliant,No,1-5 years,Outdoor Seating,No,No,Yes,No,Yes,Expired,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00483,Wayne Hill,Harper Ltd,2022-11-13 11:44:26,"0285 Baker Road Suite 262, Brampton, ON, N1G 7P8",Convenient Store,Corporation,159,Both,No,None,Compliant,No,Less than 1 year,Outdoor Seating,No,Yes,No,Yes,No,Valid,Pending,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00484,Derek Perry,"Roman, Cole and Woods",2024-07-17 3:54:45,"26687 Pamela Mews Suite 587, Markham, ON, N5R3M6",General Store,First Nations,273,Outdoor,No,Severe,Compliant,No,Less than 1 year,None,No,No,No,No,Yes,Valid,Approved,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00485,Linda Hogan,Thomas Ltd,2023-03-25 2:28:18,"60763 Davis Lock, London, ON, K2S2Y6",Restaurant / Club,Limited Partnership,64,Both,Yes,Multiple,Non-Compliant,Yes,Less than 1 year,Outdoor Seating,Yes,Yes,No,Yes,No,Expired,Pending,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00486,Patricia Taylor,Patterson LLC,2024-09-17 22:10:14,"46792 Peggy Alley Apt. 019, London, ON, A5S6Y5",Hair Salon / Barber Shop,Corporation,134,Outdoor,Yes,Severe,Compliant,No,Less than 1 year,Outdoor Seating,No,Yes,No,Yes,No,Expired,Approved,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00487,Robert Shepherd,Young LLC,2023-05-20 12:30:39,"63880 Brown Knoll Apt. 576, Vaughan, ON, L7J 1B9",Spa,Limited Partnership,181,Both,No,None,Compliant,Yes,Less than 1 year,VIP Rooms,Yes,Yes,Yes,No,Yes,Expired,Approved,No,12,Moderate,Conditional Approval,Human Reviewed
